SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,OMNIMARS EXECUTION,OMNIMARS STATUS,CHATGPT EXECUTION,CHATGPT STATUS,MERI EXECUTION,MERI STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,OMNIMARS_INFO,CHATGPT_INFO,MERI_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
a to z,a to z,a to z,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 96512   |   Vitamin Tablets & Capsules   |   Medium || 96510   |   Vitamin C Tablets & Capsules   |   Medium || 96506   |   Multivitamin Tablets & Capsules   |   Medium || 181295   |   Methylcobalamin Tablets   |   Medium || 127532   |   Lycopene Capsule   |   Medium ||  ],alfa-info: [ 40844   |   voltage relays   |   Medium || 12376   |   flash card   |   Medium || 5883   |   pharmaceutical syrup   |   Medium || 96512   |   vitamin tablets & capsules   |   Medium ||  ],mars-info: [ 96512   |   vitamin tablets & capsules   |   Medium || 50266   |   alphabet puzzle   |   Low || 40814   |   vitamin b complex tablets & capsules   |   Low ||  ],[],[],[],96512,Vitamin Tablets & Capsules,High,40844,Voltage Relays,Medium,96510,Vitamin C Tablets & Capsules,Medium,12376,Flash Card,Medium,50266,Alphabet Puzzle,Medium
hp ink,hp ink,hp ink,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 187950   |   HP Ink Cartridge   |   High || 187596   |   HP Black Ink Cartridge   |   Medium || 30887   |   Ink Cartridge   |   Medium || 182684   |   HP Cartridge   |   Medium ||  ],alfa-info: [ 187950   |   hp ink cartridge   |   High || 35739   |   printer ink   |   High ||  ],mars-info: [ 187950   |   hp ink cartridge   |   Medium || 35739   |   printer ink   |   Low || 8695   |   printing ink   |   Low ||  ],[],[],[],187950,HP Ink Cartridge,High,35739,Printer Ink,Medium,187596,HP Black Ink Cartridge,Medium,30887,Ink Cartridge,Medium,8695,Printing Ink,Medium
plastic handle knife,plastic handle knife,plastic handle knife,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 31353   |   Knife Handles   |   High || 18673   |   Stainless Steel Knife   |   High || 31356   |   Knife Sets   |   Medium || 10507   |   Kitchen Knives   |   Medium || 10543   |   Knives   |   Medium ||  ],alfa-info: [ 16608   |   plastic knife   |   High || 18673   |   stainless steel knife   |   Medium || 10507   |   kitchen knives   |   Medium || 34959   |   plastic handles   |   Medium ||  ],mars-info: [ 31353   |   knife handles   |   Medium || 16608   |   plastic knife   |   Low || 10507   |   kitchen knives   |   Low ||  ],[],[],[],31353,Knife Handles,High,16608,Plastic Knife,Medium,18673,Stainless Steel Knife,Medium,10507,Kitchen Knives,Medium,31356,Knife Sets,Medium
georgette party wear designer saree,georgette party wear designer saree,georgette party wear designer saree,0,true,timeout,true,success,true,success,false,false,false,false,false,false,True,solr-info: [  ],alfa-info: [ 6242   |   fancy sarees   |   High || 12002   |   georgette sarees   |   High || 12972   |   designer sarees   |   Medium || 209050   |   designer silk saree   |   Medium ||  ],mars-info: [ 12002   |   georgette sarees   |   High || 6242   |   fancy sarees   |   Low || 177646   |   printed georgette saree   |   Low ||  ],[],[],[],12002,Georgette Sarees,Medium,6242,Fancy Sarees,Medium,12972,Designer Sarees,Medium,177646,Printed Georgette Saree,Medium,209050,Designer Silk Saree,Medium
decorative furniture,decorative furniture,decorative furniture,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 10693   |   Home Furniture   |   High || 32825   |   Modular Furniture   |   High || 105864   |   Furniture   |   Medium || 33186   |   Modern Furniture   |   Medium ||  ],alfa-info: [ 105864   |   furniture   |   High || 41485   |   wooden furniture   |   High || 33186   |   modern furniture   |   Medium || 10693   |   home furniture   |   Medium ||  ],mars-info: [ 41485   |   wooden furniture   |   Low || 10693   |   home furniture   |   Low || 105864   |   furniture   |   Low ||  ],[],[],[],10693,Home Furniture,Medium,41485,Wooden Furniture,Medium,105864,Furniture,Medium,32825,Modular Furniture,Medium,33186,Modern Furniture,Medium
php training institutes,php training institutes,php training institutes,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 169528   |   PHP Training Service   |   High || 25661   |   Computer Training   |   Medium || 137336   |   Software Training   |   Medium ||  ],alfa-info: [ 169528   |   php training service   |   High ||  ],mars-info: [ 169528   |   php training service   |   High || 40138   |   training institutes   |   Low || 127543   |   php development   |   Low ||  ],[],[],[],169528,PHP Training Service,High,25661,Computer Training,Medium,40138,Training Institutes,Medium,137336,Software Training,Medium,127543,PHP Development,Medium
plastic fancy bangles,plastic fancy bangles,plastic fancy bangles,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 6029   |   Plastic Bangles   |   High || 65631   |   Designer Bangles   |   Medium || 152121   |   Fashion Bangles   |   Medium ||  ],alfa-info: [ 6029   |   plastic bangles   |   High ||  ],mars-info: [ 6029   |   plastic bangles   |   Low || 181766   |   fancy bangle   |   Low || 443510   |   fancy plastic button   |   Low ||  ],[],[],[],6029,Plastic Bangles,High,65631,Designer Bangles,Medium,181766,Fancy Bangle,Medium,152121,Fashion Bangles,Medium,443510,Fancy Plastic Button,Medium
eye testing clinics,eye testing clinics,eye testing clinics,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 175609   |   Computerized Eye Testing Services   |   High || 42332   |   Eye Treatment   |   Medium ||  ],alfa-info: [ 175609   |   computerized eye testing services   |   High || 42332   |   eye treatment   |   High || 139586   |   eye testing machines   |   Medium || 176564   |   optician services   |   Medium ||  ],mars-info: [ 175609   |   computerized eye testing services   |   High || 42332   |   eye treatment   |   Low || 139586   |   eye testing machines   |   Low ||  ],[],[],[],175609,Computerized Eye Testing Services,High,42332,Eye Treatment,Medium,139586,Eye Testing Machines,Medium,176564,Optician Services,Medium,177080,Auto Refractometer,Low
canon eos 5d mark iii,canon eos 5d mark iii,canon eos 5d mark iii,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 184310   |   Canon Digital Camera   |   High || 22   |   Camera   |   High || 12834   |   Digital Camera   |   Medium || 13505   |   DSLR Camera   |   Medium ||  ],alfa-info: [ 184310   |   canon digital camera   |   High ||  ],mars-info: [ 183411   |   india mark iii   |   Medium || 184310   |   canon digital camera   |   Low || 183410   |   india mark ii hand pump   |   Low ||  ],[],[],[],184310,Canon Digital Camera,High,183411,India Mark III,Medium,22,Camera,Medium,12834,Digital Camera,Medium,183410,India Mark II Hand Pump,Medium
designer almirahs,designer almirahs,designer almirahs,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 181121   |   Modular Wardrobe   |   High || 12542   |   Almirah & Wardrobe   |   Medium || 12577   |   Wooden Wardrobe   |   Medium ||  ],alfa-info: [ 12542   |   almirah & wardrobe   |   High || 123996   |   steel almirah   |   Medium || 154718   |   multi locker almirahs   |   Medium || 181121   |   modular wardrobe   |   Medium ||  ],mars-info: [ 123996   |   steel almirah   |   Medium || 12391   |   wooden almirah   |   Low || 181121   |   modular wardrobe   |   Low ||  ],[],[],[],181121,Modular Wardrobe,High,12542,Almirah & Wardrobe,Medium,123996,Steel Almirah,Medium,12391,Wooden Almirah,Medium,12577,Wooden Wardrobe,Medium
pure skin whitening cream,pure skin whitening cream,pure skin whitening cream,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 187642   |   Skin Lightening Cream   |   High || 9499   |   Skin Creams   |   Medium || 28214   |   Fairness Cream   |   Medium || 4358   |   Beauty Cream   |   Medium ||  ],alfa-info: [ 187642   |   skin lightening cream   |   High ||  ],mars-info: [ 187642   |   skin lightening cream   |   High || 28214   |   fairness cream   |   Low || 9499   |   skin creams   |   Low ||  ],[],[],[],187642,Skin Lightening Cream,High,9499,Skin Creams,Medium,28214,Fairness Cream,Medium,4358,Beauty Cream,Medium,224543,Cosmetic Third Party Manufacturing,Low
boat bluetooth speakers,boat bluetooth speakers,boat bluetooth speakers,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 650086   |   Boat Speaker   |   High || 229592   |   Boat Soundbar Speaker   |   Medium || 187033   |   Wireless Bluetooth Speakers   |   Medium || 23505   |   Bluetooth Speaker   |   Medium ||  ],alfa-info: [ 229592   |   boat soundbar speaker   |   High || 23505   |   bluetooth speaker   |   Medium ||  ],mars-info: [ 229592   |   boat aavante bar wireless bluetooth soundbar speaker   |   High || 23505   |   bluetooth speaker   |   Low || 98835   |   bluetooth portable speaker   |   Low ||  ],[],[],[],229592,Boat Soundbar Speaker,High,650086,Boat Speaker,Medium,23505,Bluetooth Speaker,Medium,187033,Wireless Bluetooth Speakers,Medium,98835,Bluetooth Portable Speaker,Medium
wooden chess pieces,wooden chess pieces,wooden chess pieces,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 188906   |   Chess Coins   |   High || 19409   |   Wooden Chess Set   |   High || 3758   |   Chess Sets   |   Medium ||  ],alfa-info: [ 19409   |   wooden chess set   |   High || 188906   |   chess coins   |   High ||  ],mars-info: [ 188906   |   chess coins   |   High || 19409   |   wooden chess set   |   Low || 3499   |   wood chess board   |   Low ||  ],[],[],[],188906,Chess Coins,High,19409,Wooden Chess Set,Medium,3758,Chess Sets,Medium,3499,Wood Chess Board,Medium,3756,Chess Board,Low
residential security guards,residential security guards,residential security guards,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 131644   |   Residence Security Services   |   High || 37943   |   Security Guards   |   Medium || 69896   |   Security Service   |   Medium || 69891   |   Commercial Security Service   |   Medium ||  ],alfa-info: [ 131644   |   residence security services   |   High || 37943   |   security guards   |   High ||  ],mars-info: [ 131644   |   residence security services   |   Low || 37943   |   security guards   |   Low || 117898   |   personal security guard services   |   Low ||  ],[],[],[],131644,Residence Security Services,High,37943,Security Guards,Medium,69896,Security Service,Medium,117898,Personal Security Guard Services,Medium,69891,Commercial Security Service,Medium
aj dezines kids rompers dress set for boys,boys aj designs kids rompers dress set,aj designs kids rompers dress set for boys,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 1940   |   Kids Designer Dresses   |   High || 184669   |   Kids Baba Suit   |   Medium || 10491   |   Kids Wear   |   Medium || 189102   |   Newborn Baby Dress   |   Medium || 445574   |   Baby Baptism Dress   |   Medium || 4184   |   Baby Suits   |   Medium ||  ],alfa-info: [ 10477   |   kids rompers suit   |   Medium || 23552   |   boys clothes   |   Medium || 85173   |   kids suit   |   Medium || 10491   |   kids wear   |   Medium ||  ],mars-info: [ 23552   |   boys clothes   |   Low || 10455   |   kids cotton dress   |   Low || 178474   |   tutu dresses   |   Low ||  ],[],[],[],23552,Boys Clothes,Medium,1940,Kids Designer Dresses,Medium,10477,Kids Rompers Suit,Medium,184669,Kids Baba Suit,Medium,10455,Kids Cotton Dress,Medium
acoustic doors,acoustic doors,acoustic doors,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 163106   |   Soundproof Doors   |   High || 21249   |   Acoustical Doors   |   High || 3130   |   Acoustic Enclosures   |   Medium ||  ],alfa-info: [ 21249   |   acoustical doors   |   High ||  ],mars-info: [ 21249   |   acoustical doors   |   High || 163106   |   soundproof doors   |   Low || 30917   |   industrial doors   |   Low ||  ],[],[],[],163106,Soundproof Doors,High,21249,Acoustical Doors,High,3130,Acoustic Enclosures,Medium,30917,Industrial Doors,Medium,12558,Wooden Door,Low
kids print fabric,kids print fabric,kids print fabric,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 84561   |   Children Garment Fabric   |   High ||  ],alfa-info: [ 84561   |   children garment fabric   |   High || 2298   |   printed fabrics   |   Medium || 35731   |   printed cotton fabric   |   Medium ||  ],mars-info: [ 84561   |   children garment fabric   |   Medium || 2298   |   printed fabrics   |   Low || 167099   |   floral print fabric   |   Low ||  ],[],[],[],84561,Children Garment Fabric,High,2298,Printed Fabrics,Medium,35731,Printed Cotton Fabric,Medium,167099,Floral Print Fabric,Medium,1318,Cotton Fabric,Low
square led downlight,square led downlight,square led downlight,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 190818   |   LED Square Downlight   |   High || 95552   |   LED Downlight   |   Medium || 26835   |   Downlights   |   Medium ||  ],alfa-info: [ 190818   |   led square downlight   |   High ||  ],mars-info: [ 190818   |   led square downlight   |   Medium || 95552   |   led downlight   |   Low || 26835   |   downlights   |   Low ||  ],[],[],[],190818,LED Square Downlight,High,95552,LED Downlight,Medium,26835,Downlights,Medium,121185,LED Panel Light,Low,181454,LED COB Light,Low
sprocket chain kit,sprocket chain kit,sprocket chain kit,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 73521   |   Motorcycle Chain and Sprocket Kit   |   High || 33596   |   Motorcycle Sprocket   |   Medium ||  ],alfa-info: [ 73521   |   motorcycle chain and sprocket kit   |   High ||  ],mars-info: [ 73521   |   motorcycle chain and sprocket kit   |   Medium || 3708   |   chain sprocket wheel   |   Low || 74331   |   timing chain kit   |   Low ||  ],[],[],[],73521,Motorcycle Chain and Sprocket Kit,High,33596,Motorcycle Sprocket,High,3708,Chain Sprocket Wheel,Medium,74331,Timing Chain Kit,Medium,184888,Hero Bike Spare Parts,Low
family room service,family room service,family room service,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 172740   |   Suite Rooms Service   |   High || 168753   |   Air-conditioned Deluxe Rooms   |   High || 99182   |   Accommodation Services   |   Medium || 106699   |   Hotels Accommodation Service   |   Medium ||  ],alfa-info: [ 99182   |   accommodation services   |   High || 106699   |   hotels accommodation service   |   Medium || 172740   |   suite rooms service   |   Medium ||  ],mars-info: [ 99182   |   accommodation services   |   High || 170468   |   family counseling service   |   Low || 172740   |   suite rooms service   |   Low ||  ],[],[],[],99182,Accommodation Services,High,172740,Suite Rooms Service,Medium,106699,Hotels Accommodation Service,Medium,168753,Air-conditioned Deluxe Rooms,Medium,170468,Family Counseling Service,Medium
