SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,MERI EXECUTION,MERI STATUS,CHATGPT EXECUTION,CHATGPT STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,MERI_INFO,CHATGPT_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
Milk Chocolate,milk chocolate,Milk Chocolate,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 44138   |   Milk Chocolate   |   High || 184160   |   Cadbury Dairy Milk Chocolate   |   Medium || 105844   |   Chocolate   |   Medium || 230147   |   Camel Milk Chocolate   |   Medium || 179370   |   Homemade Chocolate   |   Medium || 653059   |   Toblerone Chocolate   |   Medium ],alfa-info: [ 44138   |   milk chocolate   |   High ],mars-info: [ 44138   |   Milk Chocolate   |   High ],[],[],44138,Milk Chocolate,High,184160,Cadbury Dairy Milk Chocolate,Medium,105844,Chocolate,Medium,230147,Camel Milk Chocolate,Medium,179370,Homemade Chocolate,Medium
Polished Bamboo Sticks,polished bamboo sticks,Polished Bamboo Sticks,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 150012   |   Polished Bamboo Sticks   |   High || 4225   |   Bamboo Sticks   |   Medium ],alfa-info: [ 150012   |   polished bamboo sticks   |   High ],mars-info: [ 150012   |   Polished Bamboo Sticks   |   High ],[],[],150012,Polished Bamboo Sticks,High,4225,Bamboo Sticks,High,50254,Bamboo Pole,Low,141759,Bamboo Incense Stick,Low,56218,Bamboo and bamboo Products,Low
Construction Truck Toy,construction truck toy,Construction Truck Toy,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 50306   |   Construction Truck Toy   |   High || 25803   |   Construction Toy   |   Medium || 40115   |   Toy Truck   |   Medium ],alfa-info: [ 50306   |   construction truck toy   |   High ],mars-info: [ 50306   |   Construction Truck Toy   |   High ],[],[],50306,Construction Truck Toy,High,25803,Construction Toy,Medium,40115,Toy Truck,Medium,20595,Kids Toys,Low,24146,Toy Car,Low
Diesel Generator,diesel generator,Diesel Generator,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 13467   |   Diesel Generator   |   High || 37848   |   Silent Diesel Generator   |   Medium || 181778   |   Kirloskar Diesel Generator   |   Medium || 184867   |   Mahindra Diesel Generator   |   Medium || 185003   |   Ashok Leyland Diesel Generator   |   Medium || 184933   |   Eicher Diesel Generator   |   Medium || 69798   |   Portable Diesel Generator   |   Medium || 182937   |   Honda Diesel Generator   |   Medium || 140288   |   Water Cooled Diesel Generator   |   Medium || 191048   |   Greaves Power Diesel Generator   |   Medium || 189984   |   Escorts Diesel Generator   |   Medium || 208202   |   Sudhir Diesel Generator   |   Medium || 182102   |   CAT Diesel Generator   |   Medium || 208201   |   Prakash Diesel Generator   |   Medium || 193635   |   Cooper Diesel Generator   |   Medium || 193626   |   Bharat Diesel Generator   |   Medium || 654940   |   Used Kirloskar Diesel Generator   |   Medium || 443474   |   TMTL Diesel Generator   |   Medium || 193643   |   Greaves Cotton Diesel Generator   |   Medium || 656425   |   Atul Shakti Diesel Generator   |   Medium || 654856   |   Pinnacle Diesel Generator   |   Medium || 203066   |   ABB Diesel Generator   |   Medium || 133088   |   Diesel Generator Canopy   |   Medium || 222138   |   Refurbished Generator   |   Medium || 182415   |   Jakson Generator   |   Medium || 654047   |   Volvo Generator   |   Medium || 650701   |   Industrial Generator   |   Medium || 37408   |   Sound Proof Generator   |   Medium || 69795   |   Marine Generator   |   Medium || 18256   |   Portable Generator   |   Medium || 192764   |   JCB Generator   |   Medium || 445999   |   Tata Generator   |   Medium || 69788   |   Electric Start Generator   |   Medium || 141331   |   Liquid Cooled Generator   |   Medium || 69800   |   Single Cylinder Generator   |   Medium || 654874   |   Sterling Generator   |   Medium || 203687   |   Mahindra Portable Generator   |   Medium || 208147   |   Kohler Portable Generator   |   Medium || 655196   |   Alpha Generator   |   Medium || 69785   |   Construction Generator   |   Medium || 69806   |   Tower Generator   |   Medium || 654046   |   Senci Generator   |   Medium || 9618   |   Lister Engines   |   Medium ],alfa-info: [ 13467   |   diesel generator   |   High ],mars-info: [ 13467   |   Diesel Generator   |   High ],[],[],13467,Diesel Generator,High,37848,Silent Diesel Generator,High,181778,Kirloskar Diesel Generator,Medium,18256,Portable Generator,Medium,69785,Construction Generator,Medium
Motorcycle Headlight,motorcycle headlight,Motorcycle Headlight,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 178259   |   Motorcycle Headlight   |   High || 32311   |   Car LED Headlight   |   Medium || 185302   |   Two Wheeler Headlights   |   Medium ],alfa-info: [ 178259   |   motorcycle headlight   |   High ],mars-info: [ 178259   |   Motorcycle Headlight   |   High ],[],[],178259,Motorcycle Headlight,High,32311,Car LED Headlight,Medium,185302,Two Wheeler Headlights,Medium,5521,Car Headlight,Low,50721,Bike Accessories,Low
Electric Bike Parts,electric bike parts,Electric Bike Parts,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 108117   |   Electric Bike Parts   |   High || 68722   |   Electric Motorcycle Parts   |   Medium ],alfa-info: [ 108117   |   electric bike parts   |   High ],mars-info: [ 108117   |   Electric Bike Parts   |   High ],[],[],108117,Electric Bike Parts,High,68722,Electric Motorcycle Parts,Medium,27304,Electric Scooter,Low,8435,Scooter Body Parts,Low,50022,Bike Spare Parts,Low
Alprazolam Tablets,alprazolam tablets,Alprazolam Tablets,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 156339   |   Alprazolam Tablets   |   High || 135858   |   Antidepressant Tablet   |   Medium || 42152   |   Anti Anxiety Medicine   |   Medium ],alfa-info: [ 156339   |   alprazolam tablets   |   High ],mars-info: [ 156339   |   Alprazolam Tablets   |   High ],[],[],156339,Alprazolam Tablets,High,135858,Antidepressant Tablet,Medium,42152,Anti Anxiety Medicine,Medium,181805,Pharmaceutical Third Party Manufacturing,Low,178449,PCD Pharma Franchise,Low
VRF System,vrf system,VRF System,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 138613   |   VRF System   |   High || 40857   |   VRV Systems   |   High || 214787   |   Blue Star VRF System   |   Medium || 209102   |   Mitsubishi VRF System   |   Medium || 209103   |   LG VRF System   |   Medium || 214783   |   Hitachi VRF System   |   Medium || 214788   |   Voltas VRF System   |   Medium || 214784   |   Toshiba VRF System   |   Medium || 214786   |   Samsung VRF System   |   Medium || 214785   |   O General VRF System   |   Medium || 214791   |   Panasonic VRF System   |   Medium || 214789   |   Midea VRF System   |   Medium || 213415   |   Trane VRF System   |   Medium || 213414   |   Fujitsu VRF System   |   Medium || 651766   |   Water-Cooled VRF System   |   Medium || 192665   |   Daikin VRV Systems   |   Medium || 179023   |   Carrier VRF   |   Medium ],alfa-info: [ 138613   |   vrf system   |   High ],mars-info: [ 138613   |   VRF System   |   High ],[],[],138613,VRF System,High,40857,VRV Systems,High,214787,Blue Star VRF System,Medium,214783,Hitachi VRF System,Medium,179023,Carrier VRF,Medium
Printed Corrugated Boxes,printed corrugated boxes,Printed Corrugated Boxes,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 111362   |   Printed Corrugated Boxes   |   High || 1416   |   Corrugated Box   |   Medium || 180740   |   3 Ply Corrugated Box   |   Medium ],alfa-info: [ 111362   |   printed corrugated boxes   |   High ],mars-info: [ 111362   |   Printed Corrugated Boxes   |   High ],[],[],111362,Printed Corrugated Boxes,High,1416,Corrugated Box,Medium,180740,3 Ply Corrugated Box,Medium,1993,Corrugated Packaging Boxes,Low,136185,Mono Cartons,Low
DSLR Camera,dslr camera,DSLR Camera,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 13505   |   DSLR Camera   |   High || 184310   |   Canon Digital Camera   |   Medium || 184311   |   Nikon Digital Camera   |   Medium || 12834   |   Digital Camera   |   Medium || 654012   |   Canon DSLR Camera   |   Medium || 654013   |   Nikon DSLR Camera   |   Medium || 654011   |   Sony DSLR Camera   |   Medium ],alfa-info: [ 13505   |   dslr camera   |   High ],mars-info: [ 13505   |   DSLR Camera   |   High ],[],[],13505,DSLR Camera,High,184310,Canon Digital Camera,Medium,184311,Nikon Digital Camera,Medium,12834,Digital Camera,Medium,654011,Sony DSLR Camera,Medium
SMC Meter Box,smc meter box,SMC Meter Box,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 140219   |   SMC Meter Box   |   High || 654339   |   Sintex SMC Meter Box   |   Medium || 33443   |   Meter Boxes   |   Medium ],alfa-info: [ 140219   |   smc meter box   |   High ],mars-info: [ 140219   |   SMC Meter Box   |   High ],[],[],140219,SMC Meter Box,High,654339,Sintex SMC Meter Box,Medium,33443,Meter Boxes,Medium,33838,Panel Boxes,Low,110006,Electrical Junction Box,Low
Rumen Bypass Fat,rumen bypass fat,Rumen Bypass Fat,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 160838   |   Rumen Bypass Fat   |   High || 181647   |   Animal Feed Supplement   |   Medium || 188742   |   Cattle Feed Supplement   |   Medium ],alfa-info: [ 160838   |   rumen bypass fat   |   High ],mars-info: [ 160838   |   Rumen Bypass Fat   |   High ],[],[],160838,Rumen Bypass Fat,High,181647,Animal Feed Supplement,Medium,188742,Cattle Feed Supplement,Medium,115,Cattle Feed,Low,27331,Feed Supplement,Low
commercial water cooler,commercial water cooler,commercial water cooler,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 187080   |   Commercial Water Cooler   |   High || 180194   |   Stainless Steel Water Cooler   |   Medium || 3346   |   Water Cooler   |   Medium || 181952   |   Industrial Water Cooler   |   Medium ],alfa-info: [ 187080   |   commercial water cooler   |   High ],mars-info: [ 187080   |   Commercial Water Cooler   |   High ],[],[],187080,Commercial Water Cooler,High,180194,Stainless Steel Water Cooler,Medium,3346,Water Cooler,Medium,181952,Industrial Water Cooler,Medium,142719,Visi Cooler,Low
Retread Truck Tyre,retread truck tyre,Retread Truck Tyre,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 74939   |   Retread Truck Tyre   |   High || 2626   |   Bike Tyres   |   Medium || 36055   |   Rubber Tyres   |   Medium ],alfa-info: [ 74939   |   retread truck tyre   |   High ],mars-info: [ 74939   |   Retread Truck Tyre   |   High ],[],[],74939,Retread Truck Tyre,High,2626,Bike Tyres,Medium,36055,Rubber Tyres,Medium,184950,MRF Truck Tyre,Low,149838,Truck Radial Tyres,Low
Rechargeable Li-ion Battery,rechargeable li ion battery,Rechargeable Li-ion Battery,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 165696   |   Rechargeable Li-ion Battery   |   High || 17193   |   Lithium Ion Battery   |   Medium || 36160   |   Rechargeable Lithium Battery   |   Medium ],alfa-info: [ 165696   |   rechargeable li-ion battery   |   High ],mars-info: [ 165696   |   Rechargeable Li-ion Battery   |   High ],[],[],165696,Rechargeable Li-ion Battery,High,17193,Lithium Ion Battery,Medium,36160,Rechargeable Lithium Battery,Medium,108093,Electric Scooter Batteries,Low,158095,Electric Bike Batteries,Low
Bundle Note Counting Machines,bundle note counting machines,Bundle Note Counting Machines,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 179098   |   Bundle Note Counting Machines   |   High || 25203   |   Currency Counting Machines   |   Medium || 22831   |   Banknote Counter   |   Medium || 184133   |   Godrej Currency Counting Machines   |   Medium ],alfa-info: [ 179098   |   bundle note counting machines   |   High ],mars-info: [ 179098   |   Bundle Note Counting Machines   |   High ],[],[],179098,Bundle Note Counting Machines,High,25203,Currency Counting Machines,Medium,22831,Banknote Counter,Medium,184133,Godrej Currency Counting Machines,Medium,177146,Note Sorting Machine,Low
Elevator Bucket,elevator bucket,Elevator Bucket,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 13852   |   Elevator Bucket   |   High || 190279   |   Plastic Elevator Bucket   |   Medium || 8469   |   Seamless Elevator Buckets   |   Medium || 5414   |   Bucket Elevator   |   Medium ],alfa-info: [ 13852   |   elevator bucket   |   High ],mars-info: [ 13852   |   Elevator Bucket   |   High ],[],[],13852,Elevator Bucket,High,190279,Plastic Elevator Bucket,High,8469,Seamless Elevator Buckets,Medium,5414,Bucket Elevator,Medium,6039,Plastic Buckets,Low
Irrigation Fittings,irrigation fittings,Irrigation Fittings,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 55086   |   Irrigation Fittings   |   High || 55085   |   Irrigation Accessories   |   Medium || 55079   |   Drip Accessories   |   Medium || 444815   |   Kothari Drip Irrigation System   |   Medium || 444813   |   Kothari Sprinkler Irrigation System   |   Medium ],alfa-info: [ 55086   |   irrigation fittings   |   High ],mars-info: [ 55086   |   Irrigation Fittings   |   High ],[],[],55086,Irrigation Fittings,High,55085,Irrigation Accessories,Medium,55079,Drip Accessories,Medium,444813,Kothari Sprinkler Irrigation System,Medium,444815,Kothari Drip Irrigation System,Medium
Ready to eat food,ready to eat food,Ready to eat food,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 43699   |   Ready to Eat Food   |   High || 10931   |   Indian Curries   |   High || 653402   |   Gits Ready to Eat   |   Medium || 653401   |   Aashirvaad Ready To Eat   |   Medium || 653776   |   Tasty Nibbles Ready to Eat   |   Medium ],alfa-info: [ 43699   |   ready to eat food   |   High ],mars-info: [ 43699   |   Ready to Eat Food   |   High ],[],[],43699,Ready to Eat Food,High,10931,Indian Curries,Medium,653402,Gits Ready to Eat,Medium,653401,Aashirvaad Ready To Eat,Medium,653776,Tasty Nibbles Ready to Eat,Medium
Nike Sports Shoes,nike sports shoes,Nike Sports Shoes,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 184123   |   Nike Sports Shoes   |   High || 960   |   Sports Shoes   |   High || 184961   |   Nike Running Shoes   |   Medium ],alfa-info: [ 184123   |   nike sports shoes   |   High ],mars-info: [ 184123   |   Nike Sports Shoes   |   High ],[],[],184123,Nike Sports Shoes,High,960,Sports Shoes,Medium,184961,Nike Running Shoes,Medium,180492,Men Sport Shoes,Low,153411,Men Casual Shoes,Low
Texmo Self Priming Pump,texmo self priming pump,Texmo Self Priming Pump,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 204182   |   Texmo Self Priming Pump   |   High || 8498   |   Self Priming Pump   |   High || 187074   |   Self Priming Monoblock Pump   |   Medium || 193999   |   Texmo Monoblock Pumps   |   Medium ],alfa-info: [ 204182   |   texmo self priming pump   |   High ],mars-info: [ 204182   |   Texmo Self Priming Pump   |   High ],[],[],204182,Texmo Self Priming Pump,High,8498,Self Priming Pump,Medium,187074,Self Priming Monoblock Pump,Medium,193999,Texmo Monoblock Pumps,Medium,17252,Jet Pump,Low
Vanity Cases,vanity cases,Vanity Cases,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 40648   |   Vanity Cases   |   High || 25482   |   Cosmetic Cases   |   Medium || 68884   |   Makeup Case   |   Medium ],alfa-info: [ 40648   |   vanity cases   |   High ],mars-info: [ 40648   |   Vanity Cases   |   High ],[],[],40648,Vanity Cases,High,25482,Cosmetic Cases,Medium,68884,Makeup Case,Medium,10360,Jewelry Box,Low,7234,Pouch Bags,Low
Suitcase Covers,suitcase covers,Suitcase Covers,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 178381   |   Suitcase Covers   |   High || 183032   |   Trolley Suitcase   |   Medium ],alfa-info: [ 178381   |   suitcase covers   |   High ],mars-info: [ 178381   |   Suitcase Covers   |   High ],[],[],178381,Suitcase Covers,High,183032,Trolley Suitcase,Medium,181959,Luggage Trolley Bag,Low,40321,Trolley Bag,Low,165015,Kids Suitcase,Low
JCB Backhoe Loader,jcb backhoe loader,JCB Backhoe Loader,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 181819   |   JCB Backhoe Loader   |   High || 22752   |   Backhoe Loader   |   High || 193202   |   CASE Backhoe Loader   |   Medium || 178569   |   JCB Machine   |   Medium || 180381   |   JCB Excavator   |   Medium ],alfa-info: [ 181819   |   jcb backhoe loader   |   High ],mars-info: [ 181819   |   JCB Backhoe Loader   |   High ],[],[],181819,JCB Backhoe Loader,High,22752,Backhoe Loader,Medium,193202,CASE Backhoe Loader,Medium,178569,JCB Machine,Medium,180381,JCB Excavator,Medium
Cricket T Shirts,cricket t shirts,Cricket T Shirts,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 101135   |   Cricket T Shirts   |   High || 101134   |   Cricket Wear   |   Medium || 222315   |   Cricket Jersey   |   Medium ],alfa-info: [ 101135   |   cricket t shirts   |   High ],mars-info: [ 101135   |   Cricket T Shirts   |   High ],[],[],101135,Cricket T Shirts,High,101134,Cricket Wear,Medium,222315,Cricket Jersey,Medium,2893,T Shirts,Low,8731,Promotional T-Shirt,Low
Citicoline Tablet,citicoline tablet,Citicoline Tablet,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 137685   |   Citicoline Tablet   |   High || 216011   |   Piracetam Capsules   |   Medium ],alfa-info: [ 137685   |   citicoline tablet   |   High || 191314   |   citicoline sodium   |   Medium ],mars-info: [ 137685   |   Citicoline   |   High || 191314   |   Citicoline Sodium   |   Low || 167005   |   Cilnidipine Tablets   |   Low ],[],[],137685,Citicoline Tablet,High,191314,Citicoline Sodium,Medium,216011,Piracetam Capsules,Medium,167005,Cilnidipine Tablets,Medium,181805,Pharmaceutical Third Party Manufacturing,Low
Tomato Ketchup,tomato ketchup,Tomato Ketchup,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 2491   |   Tomato Ketchup   |   High || 38980   |   Tomato Sauce   |   Medium || 654703   |   Heinz Tomato Ketchup   |   Medium || 654622   |   Tops Tomato Ketchup   |   Medium || 80602   |   Canned Tomato Sauce   |   Medium || 651389   |   Kissan Tomato Sauce   |   Medium ],alfa-info: [ 2491   |   tomato ketchup   |   High ],mars-info: [ 2491   |   Tomato Ketchup   |   High ],[],[],2491,Tomato Ketchup,High,38980,Tomato Sauce,Medium,654703,Heinz Tomato Ketchup,Medium,651389,Kissan Tomato Sauce,Medium,654622,Tops Tomato Ketchup,Medium
